Timestamp,Voltage-1,Current-1,Power-1,Energy-1,Frequency-1,Powerfactor-1,Voltage-2,Current-2,Power-2,Energy-2,Frequency-2,Powerfactor-2,Voltage-3,Current-3,Power-3,Energy-3,Frequency-3,Powerfactor-3,Voltage-4,Current-4,Power-4,Energy-4,Frequency-4,Powerfactor-4,Voltage-5,Current-5,Power-5,Energy-5,Frequency-5,Powerfactor-5,Voltage-6,Current-6,Power-6,Energy-6,Frequency-6,Powerfactor-6,Voltage-7,Current-7,Power-7,Energy-7,Frequency-7,Powerfactor-7,Voltage-8,Current-8,Power-8,Energy-8,Frequency-8,Powerfactor-8
29-08-2023 15:37,214.78,56.07,11343.49,11.34,54,0.941937914,220.96,40.26,8240.84,8.24,46,0.926368626,218.16,51.18,10124.22,10.12,47,0.906746968,229.9,40.18,8565,8.56,55,0.927210453,211.97,41.84,8125.6,8.13,52,0.916197855,209.59,52.17,10275.25,10.28,54,0.93972519,227.85,41.11,8168.76,8.17,50,0.872087127,218.85,42.97,8694.48,8.69,54,0.92455268
29-08-2023 15:37,229.33,59.33,11646.87,11.65,50,0.85600032,223.36,47.35,9247.49,9.25,51,0.874376053,229.81,56.28,11631.99,11.63,46,0.899354729,217.11,42.4,8627.71,8.63,53,0.937237755,229.96,42.52,9110.66,9.11,48,0.931760477,211.48,48.17,9598.36,9.6,48,0.942217329,210.96,51.16,9302.7,9.3,53,0.861942279,215.76,41.84,7882.39,7.88,54,0.873162511
29-08-2023 15:37,220.72,57.54,11252.55,11.25,47,0.886011714,215.85,43.01,8717.94,8.72,47,0.939057613,230.1,46.43,9282.41,9.28,50,0.868851095,213.29,52.65,10091.42,10.09,55,0.898634887,214.73,59.1,11329.77,11.33,53,0.892772956,229.71,54.56,11497.92,11.5,47,0.917413579,225.68,58.9,11522.46,11.52,45,0.866836005,229.95,46.39,9516.1,9.52,49,0.892074807
29-08-2023 15:37,215.43,56.84,10817.55,10.82,45,0.883422597,226.86,55.64,11216.16,11.22,53,0.888585661,217.51,54.52,10419.24,10.42,54,0.878619794,224.46,57.38,11495.35,11.5,45,0.892529841,216.59,40.11,8171.87,8.17,54,0.940654715,221.45,59.09,12314.47,12.31,52,0.941079302,215.52,41.66,8211.78,8.21,51,0.914598222,227.43,43.75,9327.61,9.33,46,0.937442476
29-08-2023 15:37,214.27,54.83,10914.4,10.91,45,0.92900999,210.43,46.01,8685.18,8.69,50,0.897054486,211.74,52.71,10071.97,10.07,50,0.902440483,211.42,48.45,9134.85,9.13,53,0.891787702,216.44,46.35,9432.53,9.43,45,0.940244448,229.21,54.07,11452.54,11.45,45,0.924085233,229.73,54.3,11410.17,11.41,53,0.914691234,217.19,49.74,10038.94,10.04,48,0.929270338
29-08-2023 15:37,217.33,57.96,11822.29,11.82,48,0.9385418,227.78,54.97,11122.85,11.12,46,0.888330885,229.13,58.8,12176.91,12.18,46,0.903811672,219.02,51.5,9686.07,9.69,51,0.858729545,216.53,49.59,9802.27,9.8,51,0.912881773,224.85,52.69,10551.76,10.55,47,0.890643184,222.54,42.09,8118.12,8.12,55,0.866699074,224.53,54.65,10557.44,10.56,45,0.860387356
29-08-2023 15:37,210.14,54.21,10003.35,10,55,0.87812699,221.72,47.37,9618.38,9.62,47,0.915785099,215.04,56.52,10742.59,10.74,46,0.883868305,218.15,52.86,10532.39,10.53,45,0.913365607,229.17,53.29,10799.23,10.8,46,0.884279113,226.81,51.3,10109.14,10.11,54,0.868829507,209.63,51.75,10048.34,10.05,50,0.926255151,213.73,44.58,8448.23,8.45,51,0.886666617
29-08-2023 15:37,220.06,44.2,9118.86,9.12,45,0.937512778,223.29,59.74,11594.06,11.59,55,0.86916291,227.67,43.97,9279.53,9.28,55,0.926965296,227.83,45.51,9508.8,9.51,48,0.917081208,215.06,53.11,10018.17,10.02,48,0.877107029,223.55,45.6,9135.44,9.14,54,0.89616865,212.16,54.4,10428.98,10.43,51,0.90360627,213.53,43.54,8220.56,8.22,54,0.88420711
29-08-2023 15:37,230.67,42.53,9087.47,9.09,48,0.926309947,224.88,44.88,9373.4,9.37,46,0.928738661,211.43,52.26,9838.34,9.84,45,0.890401554,226.06,43.22,8659.13,8.66,50,0.886268942,214.55,59.29,11113.86,11.11,47,0.87368501,216.18,45.37,8968.86,8.97,45,0.914435595,226.96,48.61,9727.42,9.73,47,0.881703964,219.02,55.73,10459.57,10.46,46,0.856921191
29-08-2023 15:37,215.78,54.58,10507.37,10.51,52,0.892173433,215.93,47.42,9502.78,9.5,48,0.9280603,228.4,43.96,9004.52,9,46,0.896823084,211.73,44.12,8331.58,8.33,45,0.891886327,215.05,43.45,8671.91,8.67,53,0.928080665,225.04,44.11,9089.27,9.09,50,0.915655759,229.35,47.17,9748.84,9.75,45,0.901132218,224.18,53.84,11239.09,11.24,50,0.93117052
29-08-2023 15:37,210.64,44.49,8442.21,8.44,48,0.900850538,210.22,56.93,10516.89,10.52,46,0.878763691,230.61,48.09,9596.19,9.6,55,0.865298119,230.93,47.98,9939.85,9.94,53,0.897096319,224.53,43.07,8536.12,8.54,51,0.882696463,230.98,52.05,11225.28,11.23,48,0.933688951,219.34,57.03,11698.54,11.7,53,0.935212739,222.79,46.93,9175.91,9.18,54,0.877612283
29-08-2023 15:38,220.72,50.16,9964.68,9.96,47,0.900045273,223.27,48.79,10115.31,10.12,46,0.92857682,212.8,51.43,10189.77,10.19,49,0.931056474,218.84,45.96,9046.67,9.05,53,0.899460282,214.39,52.71,9758.46,9.76,46,0.863542473,226.32,52.35,10267.93,10.27,54,0.866649073,223.66,57.46,11684.41,11.68,49,0.909186224,213.04,48.06,9595.26,9.6,46,0.937155849
29-08-2023 15:38,228.62,59.28,12060.69,12.06,52,0.889917606,214.93,58.75,11428.44,11.43,49,0.90506967,229.07,51.3,10919.95,10.92,53,0.929255437,223.17,41.46,8131.68,8.13,54,0.878850941,218.99,55.62,10920.95,10.92,45,0.896613034,228.84,56.22,12088.14,12.09,52,0.939586365,215.21,45.84,8572.44,8.57,51,0.86895565,222.85,59.73,12374.25,12.37,49,0.929638076
29-08-2023 15:38,224.63,52.06,10534.19,10.53,51,0.900802186,222.42,46.09,8963.75,8.96,47,0.874398065,220.76,42.03,7982.13,7.98,55,0.860278606,214.73,47.33,9070.05,9.07,54,0.892442736,219.99,50.32,10168.21,10.17,45,0.918545915,218.92,41.81,7960.62,7.96,45,0.869724049,213.17,56.89,11189.14,11.19,47,0.922645258,223.79,48.96,10353.49,10.35,48,0.944940879
29-08-2023 15:38,228.75,40.98,8664.49,8.66,46,0.924293542,227.42,46.59,9731.28,9.73,55,0.918435246,219.85,41.69,7955.01,7.96,52,0.867925241,220.69,47.08,9628.44,9.63,51,0.926695375,228.43,53.48,10783.82,10.78,50,0.882730172,212.45,54.55,10070.5,10.07,54,0.868959273,216.16,42.38,8515.09,8.52,51,0.929507739,220.24,56.32,10824.54,10.82,47,0.872671464
29-08-2023 15:38,216.13,53.43,10765.48,10.77,53,0.932251449,220.27,40.18,7642.29,7.64,49,0.863492339,215.72,46.92,9125.38,9.13,47,0.901576467,230.48,47.81,9915.13,9.92,55,0.899801323,220.79,50.77,10411.36,10.41,46,0.928797033,227.45,49.94,10434.48,10.43,52,0.918620929,219.65,43.34,8200.17,8.2,51,0.861395826,218.9,47.54,9325.16,9.33,52,0.89608943
29-08-2023 15:38,209.66,55.56,10239.72,10.24,48,0.879043002,226.44,50.97,10431.49,10.43,45,0.90381259,226.69,50.79,10067.87,10.07,45,0.874433679,215.85,40.58,8244.33,8.24,52,0.941220447,223.34,52.44,10325.73,10.33,53,0.881640741,226.22,46.23,9279.52,9.28,47,0.887300521,216.46,59.72,12097.52,12.1,46,0.935834091,217.74,50.25,9813.7,9.81,55,0.89693031
29-08-2023 15:38,223.25,48.67,10146.47,10.15,50,0.933817717,217.22,43.39,8291.02,8.29,48,0.879667076,215.63,40.51,7751.43,7.75,45,0.887381527,230.56,51.21,10410.38,10.41,54,0.881714328,221.77,44.03,9156.35,9.16,50,0.937715375,212.77,47.8,9502.13,9.5,46,0.934291611,213.99,55.77,11179.3,11.18,47,0.936743337,219.78,58.83,11592.94,11.59,52,0.896616159
29-08-2023 15:38,222.84,43.32,9045.84,9.05,50,0.937059826,215.99,54.49,10404.69,10.4,46,0.884053631,216.05,58.58,11101.25,11.1,48,0.877138414,226.4,45,9315.36,9.32,51,0.914346079,223.95,42.99,8444.85,8.44,53,0.877149415,219.81,43.48,8565.83,8.57,55,0.896256562,214.3,40.13,8061.88,8.06,49,0.937443693,214.25,55.22,10979,10.98,52,0.927994642
29-08-2023 15:38,209.13,43.53,8353.28,8.35,45,0.917597584,229.78,46,9829.34,9.83,45,0.929938692,211.08,54.45,10355.79,10.36,51,0.901027531,230.23,53.09,10804.4,10.8,46,0.883946347,227.67,44.1,8653.06,8.65,52,0.861836974,226.5,51.27,10689.35,10.69,53,0.920491876,223.85,45.75,9128.15,9.13,45,0.891322053,219.39,41.15,8516.26,8.52,45,0.943327466
29-08-2023 15:38,227.12,49.02,9573.91,9.57,46,0.859925494,229.52,54.52,11592.26,11.59,49,0.926385082,228.56,57.25,11750.14,11.75,50,0.897981472,226.83,53.74,10941.77,10.94,49,0.897613482,217.23,51.99,10359.14,10.36,48,0.91724241,230.93,50.11,10065.99,10.07,52,0.869864387,217.73,52.43,10191.16,10.19,47,0.892741364,220.9,49.35,10097.15,10.1,45,0.92622338
29-08-2023 15:38,222.97,52.91,10852.37,10.85,53,0.919899775,225.53,55.43,11435.88,11.44,53,0.914788186,215.48,44.35,8847.86,8.85,48,0.925843392,212.83,41.78,7611.71,7.61,48,0.856014469,209.31,45.68,8706.92,8.71,47,0.910644119,223.96,53.16,10359.75,10.36,49,0.870149376,224.27,46.99,9752.88,9.75,55,0.925456623,226.09,50.3,10182.68,10.18,48,0.895390772
29-08-2023 15:38,220.99,41.47,8231.66,8.23,53,0.898216168,229.32,50.63,9974.64,9.97,53,0.859107595,228.72,49.65,10046.39,10.05,49,0.884680814,210.13,48.79,9008.36,9.01,51,0.878672375,222,41.92,8743.67,8.74,46,0.939548723,214.16,52.12,9848.57,9.85,48,0.882328482,218.03,46.82,8872.48,8.87,47,0.869155249,224.41,56.31,10919.26,10.92,51,0.864102597
29-08-2023 15:38,224.97,59.3,12348.85,12.35,48,0.925650569,225.01,59.16,11743.29,11.74,46,0.882185601,217.45,57.99,11197.77,11.2,51,0.888012526,220.77,54.98,10730.49,10.73,49,0.884045813,214.32,57.16,11493.03,11.49,48,0.938165928,210.14,58.48,10515.15,10.52,51,0.855655997,224.5,41.92,8097.71,8.1,51,0.86044807,223.23,46.34,9640.5,9.64,45,0.931946134
29-08-2023 15:38,217.48,42.86,7991.29,7.99,49,0.857324948,228.53,58.45,12482.33,12.48,46,0.934475185,223.59,47.75,9182.99,9.18,55,0.860119013,224.68,43.82,8690.31,8.69,48,0.88267071,216.21,55.69,11009.23,11.01,46,0.914332171,212.47,45.25,8279.44,8.28,47,0.86116131,222.7,53.28,10508.36,10.51,48,0.88562643,216.79,46.26,8649.98,8.65,45,0.862522457
29-08-2023 15:38,216.93,55.58,11082.3,11.08,47,0.919161021,220.17,46.54,8769,8.77,51,0.855786609,225.24,56.3,11393.04,11.39,48,0.898432778,220.73,55.85,10942.51,10.94,53,0.887630558,217.83,49.08,9297.69,9.3,54,0.869667034,216.78,43.58,8714.52,8.71,51,0.922437296,217.45,53.3,10587.17,10.59,51,0.913468184,214.37,53.81,10584.92,10.58,46,0.917614794
29-08-2023 15:38,209.78,47.11,8693.73,8.69,47,0.879688247,220.59,57.42,11132,11.13,46,0.878869181,213.88,53.23,10615.66,10.62,45,0.932438757,211.51,46.91,9338.96,9.34,55,0.941244194,219.34,46.59,9274.39,9.27,47,0.907559273,209.54,46.24,8708.17,8.71,53,0.898756791,219.47,50.01,9569.36,9.57,55,0.871868286,224.31,40.09,7884.15,7.88,47,0.876739224
29-08-2023 15:38,228.1,59.65,11862.22,11.86,45,0.871826986,226.99,44.8,9320.67,9.32,48,0.91656346,219.25,48.59,9261.38,9.26,45,0.869339297,228.05,48.28,10094.36,10.09,53,0.916814437,226.92,45.33,9341.53,9.34,54,0.908154362,212.97,55.01,10675.23,10.68,45,0.911207315,217.31,40.17,7656.53,7.66,51,0.877103035,216.32,52.32,9774.69,9.77,51,0.863651372
29-08-2023 15:38,223.71,57.51,11365.85,11.37,54,0.883432312,216.62,54.64,10650.4,10.65,49,0.89982196,210.95,59.2,11591.2,11.59,55,0.928168879,214.09,55.66,10841.04,10.84,49,0.90976978,222.36,54.59,11240.17,11.24,49,0.925983448,213.65,52.89,10616.03,10.62,46,0.939475609,219.32,48.62,9799.84,9.8,49,0.919021706,215.96,40.88,7816.63,7.82,54,0.885391392
29-08-2023 15:38,230.05,42.49,8925.19,8.93,54,0.913078932,220.6,50.68,9751.49,9.75,48,0.872225893,212.01,51.76,9653.87,9.65,55,0.879733126,215.74,48.8,9321.95,9.32,52,0.885434122,220.6,46.83,9541.64,9.54,49,0.923620112,222.16,50.08,10330.82,10.33,45,0.928548676,228.65,56.98,11259.24,11.26,47,0.864202121,214.63,50.02,9268.21,9.27,50,0.863300045
29-08-2023 15:38,211.17,48.75,9705.1,9.71,45,0.942742814,229.93,42.14,8342.34,8.34,46,0.860989195,210.59,57.37,10864.51,10.86,50,0.899264795,227.55,40.89,8647.92,8.65,47,0.929431854,212.16,42.47,7950.51,7.95,51,0.882367276,225.95,42.93,8934.14,8.93,45,0.921041703,218.34,40.11,7497.01,7.5,47,0.856056227,217.04,53.74,10631.13,10.63,45,0.911469328
29-08-2023 15:38,230.67,53.23,10560.31,10.56,47,0.860060283,227.67,57.38,11566.09,11.57,49,0.885360939,215.05,53.1,9790.28,9.79,47,0.857356056,218.82,48.02,9337.59,9.34,46,0.888639267,221.53,46.71,8931.57,8.93,52,0.863148273,214.6,48.8,9450.36,9.45,54,0.902399199,213.14,58.3,11685.89,11.69,48,0.940434049,221.09,55.65,11374.27,11.37,50,0.924462493
29-08-2023 15:38,214.01,44.94,8422.03,8.42,52,0.87568882,216.11,52.25,9692.04,9.69,54,0.858329699,220.08,46.98,9757.71,9.76,47,0.943743931,230.11,42.73,9204.32,9.2,50,0.936102139,226.25,41.2,7996.95,8,46,0.857903473,228.63,51.66,10868.29,10.87,47,0.920181627,217.23,46.91,9191.16,9.19,46,0.901955761,224.44,42.81,8638.08,8.64,48,0.899024602
29-08-2023 15:38,221.37,42.22,8133.93,8.13,51,0.870288396,226.63,48.05,9395.13,9.4,53,0.862763788,210.58,42.95,8514.54,8.51,50,0.941414769,216.62,40.36,7736.78,7.74,49,0.884933846,212.86,56.24,10854.67,10.85,46,0.906728207,222.51,54.69,10832.88,10.83,52,0.890198058,228.02,51.45,10313.58,10.31,53,0.879126181,213.54,57.99,10999.27,11,47,0.888242615
29-08-2023 15:38,226.66,58.92,11437.54,11.44,53,0.856436546,209.27,49.82,9748.59,9.75,45,0.935041559,212.46,58.39,11378.21,11.38,46,0.917187555,217.98,42.49,8483.24,8.48,55,0.915922281,228.04,45.15,9093.52,9.09,48,0.883208758,224.13,56.23,11006.27,11.01,53,0.873317553,228.19,53.93,11160.55,11.16,52,0.906897914,210.13,56.42,10200,10.2,53,0.860357527
29-08-2023 15:38,229.92,55.67,11251.18,11.25,52,0.87902264,229.52,45.59,9527.14,9.53,48,0.910484094,217.21,59.64,11911.33,11.91,53,0.919481202,215.98,45.14,8510.89,8.51,47,0.872971161,227.92,58,12434.06,12.43,52,0.940594793,209.06,59.82,11107.64,11.11,53,0.888187456,217.88,55.34,10464.46,10.46,52,0.867881636,209.44,43.32,8286.23,8.29,48,0.913290784
29-08-2023 15:38,209.25,48.91,9650.84,9.65,50,0.942979307,216.79,45.42,8451.59,8.45,54,0.858325812,218.96,43.57,8673.94,8.67,54,0.909209247,226.01,48.2,9646.59,9.65,47,0.885521149,224.28,53.85,10856.36,10.86,52,0.898892619,210.51,47.63,9043.43,9.04,53,0.901944151,217.87,56.87,10940.82,10.94,45,0.883017621,219.85,45.65,9138.28,9.14,49,0.910535739
29-08-2023 15:38,211.36,52.91,10474.5,10.47,46,0.936640494,221.26,46.92,9318.67,9.32,48,0.897621025,228.21,55.29,11355.22,11.36,54,0.899941266,226.84,52.12,10145.81,10.15,55,0.858148729,209.36,52.25,9578.51,9.58,54,0.875624478,222.65,40.68,7823.35,7.82,53,0.863752177,228.25,53.81,10694.58,10.69,50,0.870743297,211.34,57.43,10833.84,10.83,55,0.892610603
29-08-2023 15:38,225.44,49.88,10066.19,10.07,53,0.895174431,221.68,50.66,10378.96,10.38,49,0.924191977,218.89,51.04,9764.58,9.76,52,0.874011004,217.79,44.69,8653.08,8.65,50,0.889042567,213.55,58.87,11505.98,11.51,49,0.915229401,222.33,50.82,10091.97,10.09,52,0.893189048,218.14,41.59,8138.38,8.14,51,0.897044355,221.25,42.82,8422.06,8.42,55,0.888972557
29-08-2023 15:38,216.15,50.84,10203.7,10.2,53,0.928532014,213.43,42.62,7897.08,7.9,49,0.868155864,216.73,54.44,10280.65,10.28,53,0.871331875,220.61,41.1,8179.2,8.18,52,0.902077162,209,51.97,9687.1,9.69,50,0.891855804,227.11,46.14,9209.75,9.21,51,0.878889239,215.78,47.78,9138.99,9.14,45,0.886422406,209.59,41.42,7474.28,7.47,52,0.860971807
29-08-2023 15:38,220.62,41.84,8668.78,8.67,55,0.939120812,219.25,57.13,11418,11.42,52,0.911562092,215.98,56.85,11570.95,11.57,52,0.942377444,212.16,47.54,8878.02,8.88,48,0.880224277,212.08,58.11,11284.6,11.28,53,0.915662698,224.55,56.31,11880.46,11.88,49,0.93958186,221.49,56.06,11581.4,11.58,52,0.932725423,219.8,47.17,9297.36,9.3,52,0.896738659
29-08-2023 15:38,210.48,53.4,9873.87,9.87,49,0.878487391,211.42,56.73,10774.72,10.77,48,0.898353227,230.61,47,10015.57,10.02,52,0.924058678,210.76,59.21,11649.02,11.65,51,0.933482559,214.04,53.01,10440.4,10.44,55,0.920162321,218.81,53.38,10132.14,10.13,52,0.867471535,215.87,56.16,11392.45,11.39,50,0.939718387,217.12,44.09,8724.38,8.72,50,0.911370154
29-08-2023 15:38,211.23,41.76,7902.51,7.9,55,0.895878008,213.35,52.42,9874.58,9.87,51,0.882935767,212.13,46.24,8997.27,9,49,0.917256989,230.26,44.47,9077.45,9.08,48,0.886498575,224.49,53.04,10897.14,10.9,49,0.915191224,216.54,48.31,9135.47,9.14,53,0.873284237,212.04,55.7,10619.27,10.62,49,0.899128154,224.79,52.86,10297.38,10.3,48,0.866607602
29-08-2023 15:38,229.02,57.28,11952.17,11.95,50,0.911109354,216.43,59.82,11942.31,11.94,47,0.922410873,212.97,42.29,8111.04,8.11,50,0.900576143,223.74,46.27,9033.68,9.03,46,0.8726127,225.13,52.54,10144.82,10.14,53,0.857671292,222.79,51.7,10013.87,10.01,45,0.86939226,229.51,41.46,8826.68,8.83,52,0.927612753,227.45,41.17,8491.75,8.49,54,0.906839145
29-08-2023 15:38,212.17,55.62,10492.11,10.49,52,0.88909406,215.66,54.68,10336,10.34,54,0.876504755,228.83,44.62,9544.81,9.54,53,0.934813209,222.8,58.6,11514.95,11.51,54,0.881960412,221.87,54.87,10432.83,10.43,51,0.856975474,225.4,46.47,9087.63,9.09,53,0.867609362,221.23,51,9887.56,9.89,51,0.876344432,215.54,54.1,10997.88,11,55,0.943157053
29-08-2023 15:38,227.86,54.34,11226.89,11.23,50,0.906716985,230.79,51.07,10550.46,10.55,47,0.89513472,227.89,43.27,8682.57,8.68,54,0.880513262,217.85,46.8,9148.78,9.15,47,0.897345622,216.2,51.42,10339.21,10.34,53,0.930035915,229.57,41.61,8626.95,8.63,54,0.903118049,223.33,47.02,9341.87,9.34,50,0.889619052,220.4,54.73,10512.08,10.51,50,0.871468743
29-08-2023 15:38,215.6,40.02,7865.25,7.87,47,0.911562792,225.72,56.97,11816.88,11.82,53,0.918938618,216.9,45.46,8631.88,8.63,55,0.87541984,214.94,43.82,8715.29,8.72,45,0.925320599,229.96,43.54,8634.44,8.63,45,0.862369285,218.33,55.59,10865.62,10.87,51,0.895250189,222.22,44.52,9121.81,9.12,45,0.922024967,211.84,50.1,9627.41,9.63,45,0.907117633
29-08-2023 15:38,217.25,51.7,9831.94,9.83,48,0.875364123,221.41,46.22,9552.27,9.55,50,0.933425303,210.52,43.36,8402.83,8.4,51,0.920540177,210.83,45.82,8402.24,8.4,50,0.869776375,214.94,51.49,9475.87,9.48,48,0.856207694,222.73,58.9,11931.85,11.93,48,0.909523443,227.61,41.75,8864.86,8.86,53,0.93287593,226.9,46.23,9473.35,9.47,54,0.903119882
29-08-2023 15:38,210.53,58.15,10920.12,10.92,48,0.891997235,216.87,42.19,8520.17,8.52,55,0.931191894,212.83,42.55,8135,8.13,48,0.898307538,225.74,55.36,10961.96,10.96,45,0.877169947,220.28,44.89,8943.49,8.94,45,0.904444915,226.11,53.1,10520.2,10.52,54,0.876213322,214.1,40.32,7864.27,7.86,52,0.911005535,221.02,50.31,9832.6,9.83,47,0.88426512
29-08-2023 15:38,212.92,49.91,9997.5,10,49,0.940778388,209.24,42.96,8052.1,8.05,52,0.895777463,228.1,59.99,12910.43,12.91,55,0.943488038,211,49.08,9115.01,9.12,47,0.880176785,214.85,56.98,10732.57,10.73,51,0.876689846,210.22,53.52,10037.88,10.04,52,0.892179121,230.39,50.12,10210.61,10.21,54,0.884253554,223.13,58.69,11931.49,11.93,55,0.911113572
29-08-2023 15:38,220.05,49.58,9807.27,9.81,45,0.898918048,230.48,42.88,8836.69,8.84,54,0.89413188,216.18,44.62,8670.76,8.67,45,0.898901061,212.95,58.27,10725.59,10.73,54,0.864367946,228.21,46.42,9760.12,9.76,55,0.921329861,220.23,45.53,9242.74,9.24,49,0.921778878,214.38,59.83,11057.69,11.06,53,0.862107312,224.31,42.08,8622.54,8.62,50,0.913505057
29-08-2023 15:38,219.49,50.33,10371.67,10.37,53,0.938873114,220.32,56.02,11320,11.32,48,0.917169197,212.43,53.19,10671.54,10.67,51,0.944455258,210.7,55.3,10263.65,10.26,49,0.880870365,218.43,51.17,10535.61,10.54,51,0.942609639,219.6,52.03,10593.14,10.59,50,0.927125608,222.96,58.8,11750.44,11.75,48,0.896292793,220.49,54.69,10691.62,10.69,55,0.886638348
29-08-2023 15:38,228.89,53.65,11492.83,11.49,52,0.935902053,220.91,58.4,12094.4,12.09,49,0.937467476,213.9,42.28,8054.92,8.05,53,0.890667125,219.93,52.14,10302.82,10.3,53,0.898464024,225.45,40.46,7834.57,7.83,51,0.858893346,226,51.31,10933.12,10.93,55,0.942830255,221.09,54.42,11250.74,11.25,52,0.935090281,213.01,49.56,9564.47,9.56,51,0.906003006
